id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1928,3717,36,5,48,15,26,no,no,4
1929,2879,22,28,6,21,16,no,no,2
1930,3274,31,5,52,23,28,no,no,5
1931,3590,36,5,44,23,14,no,no,2
1932,1603,15,8,10,23,10,no,no,1
1933,1650,16,16,2,23,10,no,no,2
1934,3511,38,1,60,21,20,no,no,4
1935,1803,19,16,2,23,10,no,no,1
1936,3441,37,3,28,17,12,no,no,2
1937,2609,23,12,2,17,26,no,no,4
1938,3720,35,3,36,21,14,yes,no,2
1939,712,23,8,2,13,4,yes,no,1
1940,1442,15,24,6,19,8,no,no,2
1941,1357,20,16,10,21,8,no,no,2
1942,3128,30,7,16,19,20,yes,no,4
1943,984,16,12,10,12,10,yes,no,1
1944,750,18,28,14,12,10,no,yes,2
1945,3104,32,3,60,19,18,yes,no,5
1946,510,20,20,2,12,8,no,yes,1
1947,1862,17,20,10,21,4,no,no,1
1948,1934,21,16,2,19,8,no,no,2
1949,1328,23,24,2,23,10,yes,no,1
1950,3820,38,5,28,19,20,yes,no,5
1951,3698,31,7,52,15,26,no,no,5
1952,3525,31,5,20,15,20,no,no,4
1953,3538,38,7,36,23,12,no,no,2
1954,799,15,8,10,13,6,no,yes,2
1955,2665,21,16,10,15,30,no,no,5
1956,885,16,16,14,12,6,no,yes,2
1957,886,18,12,10,11,10,no,yes,1
1958,3582,30,7,24,19,14,no,no,1
1959,3488,32,1,60,17,14,yes,no,2
1960,583,16,24,14,11,8,no,yes,2
1961,3317,30,5,56,19,26,no,no,4
1962,803,15,28,10,13,8,no,yes,2
1963,1605,17,12,14,23,6,no,no,2
1964,3614,30,1,48,23,20,no,no,4
1965,3486,30,3,16,15,26,no,no,5
1966,1277,15,12,14,21,10,no,no,1
1967,4317,39,7,20,19,14,no,no,1
1968,3151,39,3,20,23,30,no,no,4
1969,1373,18,8,10,15,6,no,no,2
1970,3022,33,5,20,15,12,no,no,1
1971,2355,24,28,10,23,12,no,no,2
1972,1568,22,28,10,15,4,yes,no,2
1973,3364,30,3,56,21,26,yes,no,5
1974,1980,17,20,6,23,4,yes,no,2
1975,3748,35,3,32,17,14,yes,no,1
1976,1462,17,12,2,23,6,no,no,1
1977,2105,17,24,2,15,28,no,no,5
1978,2202,20,8,10,19,22,no,no,4
1979,2462,19,8,14,21,30,no,no,4
1980,1778,21,28,2,23,4,no,no,1
1981,1819,21,20,6,21,8,no,no,1
1982,1031,23,16,2,13,6,no,yes,2
1983,3608,39,7,20,17,26,yes,no,4
1984,3008,38,7,28,19,18,yes,no,5
1985,4268,32,1,28,23,14,yes,no,1
1986,3986,38,5,60,23,12,no,no,2
1987,3473,34,5,40,19,20,no,no,5
1988,2977,23,28,6,15,18,no,no,5
1989,3867,35,1,36,21,16,no,no,2
1990,2881,17,28,2,23,20,no,no,4
1991,1633,19,28,2,23,10,no,no,2
1992,4146,37,5,36,21,24,no,no,4
1993,1407,20,16,6,19,10,no,no,1
1994,4123,39,7,28,19,18,no,no,4
1995,3349,37,5,48,19,26,no,no,4
1996,504,21,28,14,12,6,yes,no,1
1997,1659,16,16,10,19,6,no,no,1
1998,3699,36,5,60,17,12,no,no,2
1999,1846,21,12,10,19,10,no,no,1
2000,1709,16,8,10,21,4,no,no,1
2001,921,23,8,14,11,6,no,yes,1
2002,2485,23,28,6,23,30,no,no,5
2003,1056,24,12,14,12,10,yes,no,2
2004,646,18,20,6,11,6,no,yes,1
2005,1164,23,28,14,13,10,yes,no,2
2006,2816,23,20,10,17,20,yes,no,4
2007,978,19,12,2,13,4,no,yes,2
2008,2675,19,20,2,15,20,no,no,5
2009,2899,19,28,14,21,12,no,no,1
2010,803,16,16,14,11,4,no,yes,2
2011,1374,18,20,2,15,8,no,no,1
2012,1416,16,24,14,23,6,yes,no,2
2013,2637,15,24,6,19,30,no,no,4
2014,1226,21,24,14,21,10,no,no,2
2015,3294,30,5,16,23,20,no,no,5
2016,2456,20,24,14,19,18,yes,no,4
2017,2443,15,28,10,23,24,no,no,4
2018,4012,35,5,24,21,22,yes,no,4
2019,3941,30,5,44,23,14,no,no,2
2020,3451,37,5,20,23,24,no,no,5
2021,1479,19,28,14,17,10,no,no,2
2022,1775,17,20,10,21,8,no,no,2
2023,2952,18,28,2,17,12,yes,no,1
2024,2161,20,28,6,21,30,no,no,5
2025,1321,18,8,2,21,10,no,no,2
2026,508,22,20,2,13,10,yes,no,2
2027,1954,18,8,6,21,10,no,no,2
2028,1123,21,24,10,13,8,no,yes,2
2029,626,17,8,10,11,10,no,yes,1
2030,3408,34,3,16,15,20,yes,no,4
2031,1179,24,16,2,13,4,no,yes,1
2032,512,22,8,2,12,8,yes,no,2
2033,3562,38,1,56,21,24,no,no,5
2034,4325,30,1,20,19,28,no,no,4
2035,4222,37,3,24,15,24,no,no,5
2036,2662,23,28,2,19,20,no,no,4
2037,1941,17,28,6,15,6,no,no,1
2038,1509,23,20,10,15,8,no,no,1
2039,1592,21,20,2,15,10,yes,no,1
2040,3904,31,1,32,17,28,yes,no,5
2041,2289,22,8,6,21,18,no,no,5
2042,4092,36,5,48,21,30,yes,no,5
2043,3842,30,3,36,15,14,no,no,1
2044,648,16,12,10,12,8,yes,no,2
2045,3191,34,1,36,17,18,no,no,4
2046,2458,23,28,6,17,22,no,no,4
2047,2363,18,8,2,19,12,no,no,1
2048,3456,37,5,48,19,12,yes,no,2
2049,2151,24,24,14,21,26,no,no,4
2050,3401,37,3,24,23,12,no,no,1
2051,1590,23,28,14,21,6,no,no,1
2052,2485,24,20,6,23,20,no,no,4
2053,2137,23,8,6,23,30,no,no,5
2054,1403,20,16,2,17,10,no,no,2
2055,3713,37,5,44,15,28,no,no,5
2056,1091,20,8,6,13,6,no,yes,2
2057,1780,19,16,6,21,8,yes,no,2
2058,1197,21,24,14,11,6,no,yes,2
2059,2753,21,16,10,19,14,no,no,2
2060,3652,39,5,56,15,22,yes,no,5
2061,1344,18,16,10,17,8,yes,no,1
2062,1991,16,24,2,23,10,no,no,2
2063,2196,23,28,14,15,12,yes,no,1
2064,655,24,12,6,12,10,no,yes,2
2065,3295,35,7,44,21,18,no,no,5
2066,4029,36,1,16,23,20,no,no,4
2067,1428,15,20,6,21,6,yes,no,1
2068,2898,20,8,10,17,16,no,no,1
2069,1121,24,16,2,11,6,no,yes,2
2070,3093,38,3,52,21,20,no,no,4
2071,4103,36,7,32,19,20,no,no,4
2072,2258,20,24,2,15,12,no,no,2
2073,1999,19,12,14,23,8,no,no,1
2074,1166,24,12,10,12,8,no,yes,1
2075,2140,23,8,14,15,20,yes,no,5
2076,2377,16,8,10,19,18,no,no,4
2077,1467,23,20,2,23,4,no,no,2
2078,1272,15,8,6,23,6,yes,no,1
2079,1398,19,8,6,17,8,no,no,1
2080,2003,16,12,10,21,30,no,no,4
2081,2408,18,20,2,17,20,yes,no,5
2082,4099,32,3,28,15,22,no,no,4
2083,1405,20,24,14,17,8,no,no,1
2084,2150,17,20,10,23,24,no,no,5
2085,3506,31,1,52,23,30,no,no,5
2086,1516,23,8,10,17,6,yes,no,1
2087,1071,23,20,2,13,4,no,yes,1
2088,1839,23,28,14,17,8,no,no,1
2089,2099,17,28,6,19,26,no,no,5
2090,1660,19,20,14,15,10,yes,no,2
2091,4266,36,3,60,23,26,no,no,4
2092,727,22,12,6,12,6,no,yes,1
2093,868,24,28,6,13,6,yes,no,1
2094,623,20,28,10,13,10,no,yes,2
2095,1395,19,20,14,23,10,no,no,2
2096,2153,15,12,14,15,30,no,no,5
2097,2125,19,12,6,19,20,no,no,5
2098,2291,20,20,2,17,22,no,no,4
2099,3433,30,7,52,23,12,no,no,1
2100,2096,20,16,14,23,26,yes,no,4
2101,1458,15,20,14,23,6,no,no,2
2102,1545,20,8,14,19,6,no,no,1
2103,1016,24,16,10,12,10,yes,no,1
2104,2043,17,24,14,19,18,no,no,5
2105,3878,33,3,24,21,12,no,no,1
2106,2370,21,8,2,19,24,no,no,5
2107,1994,18,24,6,23,10,no,no,1
2108,1198,16,8,14,12,6,no,yes,2
2109,2677,19,20,14,23,14,no,no,2
2110,3186,35,5,56,23,12,no,no,2
2111,1492,18,20,6,21,4,yes,no,2
2112,904,21,8,2,11,6,yes,no,1
2113,2589,20,20,14,19,18,no,no,5
2114,3466,39,1,24,15,14,no,no,1
2115,762,24,20,14,12,8,no,yes,1
2116,621,20,16,10,13,8,no,yes,1
2117,995,24,12,14,12,10,no,yes,2
2118,3495,33,3,16,23,24,no,no,5
2119,2753,15,16,14,23,20,no,no,5
2120,787,15,8,6,13,6,no,yes,2
2121,1815,19,24,6,23,8,no,no,2
2122,896,22,24,2,12,10,yes,no,1
2123,744,17,8,2,11,4,yes,no,2
2124,2113,17,28,14,23,16,no,no,2
2125,1210,22,16,6,21,8,no,no,2
2126,2933,16,12,14,17,14,no,no,2
2127,1637,18,16,10,23,4,no,no,2
2128,4191,35,5,56,21,18,no,no,4
2129,2916,21,20,10,17,24,yes,no,5
2130,3033,35,7,40,23,28,no,no,5
2131,4273,33,7,24,19,26,no,no,4
2132,2908,19,12,14,17,12,yes,no,1
2133,2980,24,8,2,19,22,yes,no,5
2134,2469,16,20,14,17,28,no,no,4
2135,531,17,8,6,13,4,no,yes,1
2136,3092,35,3,56,15,20,yes,no,5
2137,4252,38,7,32,17,26,yes,no,5
2138,2197,18,8,10,23,14,no,no,2
2139,788,19,8,14,11,6,yes,no,2
2140,1271,22,12,10,23,4,no,no,2
2141,599,17,16,14,13,10,no,yes,1
2142,935,17,20,2,11,6,no,yes,2
2143,4078,35,1,20,21,18,no,no,4
2144,527,20,8,2,12,4,no,yes,2
2145,2922,19,20,14,15,24,no,no,5
2146,1260,16,28,2,15,10,yes,no,1
2147,1582,23,24,10,17,10,no,no,1
2148,1442,15,28,6,17,4,no,no,2
2149,3798,39,1,36,21,14,no,no,1
2150,635,23,24,6,11,10,no,yes,2
2151,3234,37,5,16,15,22,no,no,5
2152,2853,19,20,6,17,24,no,no,4
2153,3956,30,5,28,23,16,yes,no,1
2154,3527,37,5,44,19,22,no,no,4
2155,3951,30,7,28,19,20,no,no,4
2156,504,22,20,10,13,6,yes,no,2
2157,2273,15,12,2,15,30,no,no,5
2158,4065,37,7,48,17,28,no,no,5
2159,1232,24,12,14,19,6,yes,no,1
2160,2962,20,16,14,17,14,no,no,1
2161,3113,34,7,20,21,28,no,no,5
2162,1415,20,8,2,19,10,no,no,2
2163,4289,37,5,32,21,16,no,no,2
2164,3124,33,5,32,17,14,yes,no,1
2165,2331,15,28,10,17,14,no,no,2
2166,1717,20,20,6,19,6,no,no,1
2167,2384,18,28,6,19,14,yes,no,2
2168,2097,16,12,2,21,28,no,no,5
2169,2719,15,16,6,23,24,no,no,4
2170,3252,36,1,36,19,16,yes,no,2
2171,1551,19,12,2,15,6,no,no,1
2172,879,18,24,6,11,10,no,yes,2
2173,2418,24,8,2,17,28,no,no,4
2174,2380,17,20,14,23,16,yes,no,1
2175,1489,22,28,6,19,10,no,no,2
2176,2298,24,12,6,17,28,no,no,5
2177,2557,15,20,2,21,14,no,no,1
2178,1900,19,28,14,17,8,yes,no,1
2179,2709,15,20,14,15,18,no,no,5
2180,4076,33,5,24,15,22,yes,no,5
2181,543,24,16,10,13,10,no,yes,1
2182,1100,21,28,14,11,8,yes,no,1
2183,1128,19,20,2,11,8,yes,no,2
2184,1460,20,8,10,23,6,yes,no,2
2185,1743,15,20,2,19,10,no,no,2
2186,1652,22,20,2,15,4,yes,no,2
2187,2461,23,12,10,19,28,no,no,5
2188,2871,16,24,2,21,12,no,no,2
2189,3090,33,5,28,15,22,no,no,4
2190,2452,23,8,10,17,22,yes,no,5
2191,1916,17,28,2,17,4,yes,no,1
2192,2710,19,16,6,19,26,no,no,4
2193,3300,32,3,24,15,16,yes,no,2
2194,3813,32,5,60,21,14,no,no,1
2195,658,17,28,2,13,10,no,yes,1
2196,1705,15,28,14,19,10,no,no,1
2197,2171,16,20,10,19,26,no,no,4
2198,3686,35,5,24,19,20,no,no,5
2199,733,18,24,10,12,6,no,yes,2
2200,1761,21,28,2,23,4,no,no,1
2201,2833,22,20,6,15,30,no,no,5
2202,4007,39,3,56,23,22,no,no,5
2203,2297,23,20,6,23,14,no,no,2
2204,1988,23,16,10,19,10,yes,no,2
2205,3420,33,7,56,15,16,yes,no,1
2206,1741,24,12,14,19,8,no,no,2
2207,2552,18,16,10,19,24,yes,no,5
2208,945,19,24,6,13,8,no,yes,1
2209,688,19,28,2,11,10,yes,no,2
2210,2215,15,24,14,21,24,no,no,4
2211,4143,35,3,44,19,14,no,no,1
2212,1444,22,12,10,19,10,yes,no,2
2213,2695,15,16,14,23,22,no,no,5
2214,3406,39,5,20,19,16,no,no,2
2215,1588,24,20,14,19,10,yes,no,2
2216,1508,18,12,2,15,4,yes,no,1
2217,2707,24,8,2,15,20,no,no,4
2218,904,20,28,6,12,10,yes,no,2
2219,1226,16,8,14,23,4,no,no,2
2220,3980,39,3,24,21,20,yes,no,4
2221,1794,16,12,6,23,10,no,no,2
2222,4154,31,3,16,21,12,no,no,1
2223,2671,16,12,6,15,22,no,no,5
2224,1459,17,24,6,23,6,no,no,1
2225,1365,22,12,14,17,6,no,no,1
2226,4078,34,5,52,17,20,no,no,4
2227,2113,19,20,2,15,26,no,no,5
2228,950,22,24,10,11,8,no,yes,2
2229,4242,30,1,40,23,28,no,no,4
2230,3560,36,1,32,15,16,yes,no,1
2231,1310,18,12,2,17,4,no,no,1
2232,2595,21,12,2,15,28,no,no,5
2233,3109,35,5,16,15,28,no,no,5
2234,3234,34,7,52,19,22,no,no,4
2235,3348,36,5,56,21,16,yes,no,2
2236,1535,17,24,10,15,4,no,no,2
2237,2187,22,28,14,17,18,no,no,5
2238,993,24,20,2,11,10,no,yes,2
2239,3690,36,3,28,17,28,no,no,5
2240,3348,38,1,16,15,24,yes,no,5
2241,3031,37,3,56,19,24,no,no,4
2242,2982,17,12,10,17,22,no,no,5
2243,1272,22,20,6,21,4,yes,no,2
2244,2934,24,8,6,23,14,no,no,2
2245,2569,17,28,2,23,16,no,no,1
2246,3685,35,7,28,19,20,no,no,4
2247,3488,39,5,40,23,28,yes,no,4
2248,4332,39,3,44,19,26,yes,no,5
2249,1313,18,8,14,15,4,no,no,1
2250,3570,36,1,52,17,24,no,no,5
2251,1536,24,24,2,17,6,yes,no,2
2252,2975,16,16,10,21,30,no,no,5
2253,1522,20,16,14,21,10,no,no,2
2254,4338,32,7,24,19,22,no,no,4
2255,3226,35,3,24,23,16,no,no,2
2256,1143,22,20,14,12,10,no,yes,2
2257,2306,15,12,14,17,20,no,no,4
2258,4330,30,1,16,17,24,no,no,5
2259,1695,19,16,2,23,4,no,no,2
2260,3431,32,5,16,23,28,no,no,5
2261,961,15,28,2,13,10,no,yes,2
2262,1865,21,8,10,17,8,no,no,1
2263,1968,17,8,2,19,8,yes,no,2
2264,1987,20,20,14,15,4,no,no,2
2265,1000,17,28,10,12,4,yes,no,2
2266,3561,30,5,56,19,24,no,no,4
2267,3467,30,1,16,15,12,no,no,1
2268,3799,39,1,16,15,20,no,no,4
2269,2312,16,20,6,21,14,yes,no,2
2270,4002,35,5,24,21,14,no,no,2
2271,1093,20,20,6,11,8,no,yes,1
2272,1507,24,8,2,21,4,no,no,2
2273,3251,34,7,36,15,18,no,no,5
2274,3176,31,5,56,21,22,yes,no,5
2275,2172,16,16,6,21,22,yes,no,5
2276,1229,21,8,10,15,4,no,no,2
2277,1550,18,16,6,15,10,no,no,1
2278,4008,36,3,36,15,18,yes,no,5
2279,1376,16,16,10,17,4,yes,no,2
2280,3237,37,3,44,15,24,no,no,4
2281,763,18,20,2,11,10,no,yes,2
2282,661,18,12,10,11,10,no,yes,1
2283,3054,39,1,56,15,22,no,no,4
2284,1122,15,8,2,13,4,no,yes,2
2285,3442,33,7,56,23,26,no,no,4
2286,2905,23,8,6,19,18,no,no,5
2287,2520,20,20,14,17,16,yes,no,1
2288,1855,18,8,6,17,10,no,no,1
2289,2324,24,12,14,23,26,yes,no,5
2290,1079,21,24,6,13,8,no,yes,2
2291,1223,21,28,14,17,8,no,no,1
2292,1384,20,24,2,15,4,yes,no,1
2293,2279,23,12,14,19,20,no,no,5
2294,2677,23,16,14,19,22,no,no,4
2295,3899,30,3,16,17,16,no,no,2
2296,1420,23,24,6,21,8,yes,no,2
2297,500,22,8,10,11,10,yes,no,1
2298,608,18,16,6,11,6,yes,no,2
2299,1680,19,16,6,17,8,yes,no,1
2300,2999,24,16,10,21,14,no,no,1
2301,1929,21,20,10,17,4,no,no,1
2302,2009,18,8,6,23,30,no,no,5
2303,1597,23,20,10,19,4,no,no,1
2304,2473,15,12,6,19,26,no,no,5
2305,2006,23,20,10,21,26,no,no,4
2306,3086,37,5,36,19,20,no,no,5
2307,2395,24,8,14,19,30,no,no,4
2308,968,16,12,10,11,10,yes,no,2
2309,3662,35,5,24,19,20,no,no,5
2310,2736,15,12,14,19,30,yes,no,4
2311,2546,15,24,2,15,30,no,no,5
2312,861,22,8,10,13,10,no,yes,1
2313,748,20,28,10,13,6,yes,no,2
2314,2153,21,20,6,19,26,no,no,5
2315,3317,34,3,60,21,18,no,no,5
2316,3816,37,3,48,15,22,yes,no,4
2317,2062,24,24,14,15,12,no,no,1
2318,3806,35,3,52,19,22,no,no,5
2319,4155,38,5,36,17,20,no,no,4
2320,3722,39,5,48,21,12,no,no,2
2321,3973,38,7,44,15,24,no,no,5
2322,2077,20,12,6,23,28,no,no,5
2323,3522,39,7,40,19,20,no,no,4
2324,3884,39,7,28,19,12,yes,no,2
2325,1049,20,28,10,12,6,no,yes,2
2326,3725,36,7,36,17,30,no,no,5
2327,2229,19,20,10,15,20,no,no,5
2328,3663,39,3,52,19,18,no,no,5
2329,839,21,28,6,13,6,no,yes,2
2330,3367,35,1,16,17,26,no,no,5
2331,1585,22,28,10,17,8,no,no,2
2332,3316,39,1,40,15,14,yes,no,1
2333,918,22,8,10,12,6,no,yes,2
2334,2091,22,12,2,17,16,no,no,2
2335,1684,17,28,6,17,4,yes,no,1
2336,1251,18,8,10,23,6,no,no,2
2337,2761,19,28,14,21,14,no,no,2
2338,3657,35,3,56,23,12,no,no,2
2339,3668,38,5,44,17,14,yes,no,1
2340,2954,15,28,14,15,20,no,no,5
2341,828,22,28,10,12,8,yes,no,2
2342,1284,20,16,2,15,10,yes,no,1
2343,3915,37,7,52,17,30,no,no,4
2344,3882,39,3,52,19,18,no,no,5
2345,3226,35,5,36,15,28,no,no,5
2346,1412,15,24,2,19,8,yes,no,2
2347,3855,39,1,28,17,28,no,no,5
2348,2841,23,12,10,15,12,no,no,1
2349,2476,24,20,14,19,18,yes,no,5
2350,3957,39,3,32,23,30,no,no,5
2351,1192,23,16,6,13,8,yes,no,1
2352,2941,16,24,2,23,14,no,no,1
2353,2728,19,8,10,15,28,yes,no,5
2354,3996,35,7,48,23,22,yes,no,4
2355,986,15,12,2,13,10,no,yes,2
2356,1748,17,12,10,17,8,yes,no,2
2357,1015,17,12,14,11,6,no,yes,1
2358,2242,16,28,2,21,16,no,no,1
2359,3925,39,1,28,15,22,no,no,4
2360,1515,19,24,14,17,8,no,no,1
2361,899,16,8,2,13,10,no,yes,1
2362,676,24,28,14,11,10,yes,no,2
2363,3780,36,5,16,15,26,yes,no,4
2364,3067,33,7,32,21,20,no,no,4
2365,2945,19,12,14,17,12,no,no,1
2366,1853,21,28,14,23,6,no,no,1
2367,1796,18,12,2,19,6,yes,no,2
2368,1993,22,28,6,23,8,no,no,1
2369,1822,17,24,10,17,6,no,no,2
2370,2911,17,16,2,19,28,no,no,5
2371,2438,17,12,2,21,20,no,no,4
2372,1425,16,20,14,21,6,no,no,1
2373,3529,35,3,60,23,28,no,no,5
2374,3769,37,1,52,17,18,no,no,4
2375,3321,32,7,60,23,28,no,no,4
2376,876,15,16,6,11,4,yes,no,1
2377,2610,16,8,6,19,26,no,no,5
2378,3363,37,5,20,15,26,no,no,4
2379,790,24,8,2,13,10,no,yes,1
2380,1914,16,16,14,15,6,no,no,1
2381,3035,33,5,20,21,22,no,no,5
2382,856,17,28,10,13,10,yes,no,2
2383,2456,20,28,14,21,26,yes,no,5
2384,4346,38,1,60,23,30,no,no,4
2385,2299,17,8,2,23,30,no,no,5
2386,3167,39,5,16,21,18,no,no,4
2387,2986,24,20,6,17,20,no,no,5
2388,2263,21,28,14,21,12,no,no,2
2389,1033,17,28,2,13,8,no,yes,1
2390,3612,35,3,24,15,16,yes,no,2
2391,915,18,24,6,12,8,no,yes,1
2392,3847,33,7,28,15,24,no,no,5
2393,743,16,28,2,13,6,no,yes,1
2394,3408,34,3,40,19,14,yes,no,1
2395,2011,18,20,14,21,26,no,no,5
2396,3902,31,3,32,17,12,no,no,2
2397,683,22,24,10,11,4,no,yes,2
2398,2728,19,20,14,17,14,yes,no,2
2399,1148,23,20,6,12,4,yes,no,2
2400,2757,22,8,6,21,20,no,no,4
2401,3365,34,5,24,19,22,no,no,4
2402,2020,19,24,10,19,14,yes,no,2
2403,3753,32,1,32,19,28,no,no,5
2404,2994,20,28,2,19,16,no,no,1
2405,3097,30,7,44,23,20,no,no,5
2406,2192,24,12,10,17,20,yes,no,4
2407,1826,24,16,14,23,4,no,no,2
2408,708,21,20,2,12,6,yes,no,1
2409,2848,24,8,6,19,18,yes,no,4
2410,2251,15,16,14,21,24,no,no,5
2411,2388,18,16,14,15,24,yes,no,5
2412,3040,33,3,44,21,20,yes,no,5
2413,863,17,24,6,12,10,no,yes,1
2414,3785,34,1,20,21,14,no,no,2
2415,3920,32,5,52,21,12,yes,no,1
2416,4286,34,3,40,17,26,no,no,5
2417,3938,36,3,36,23,14,no,no,1
2418,3608,39,5,60,23,28,yes,no,5
2419,2211,24,24,10,17,24,no,no,5
2420,1743,22,28,14,17,8,no,no,1
2421,4095,30,1,16,17,30,no,no,5
2422,1398,18,24,14,17,8,no,no,1
2423,3053,37,5,44,17,18,no,no,4
2424,921,15,28,2,12,6,no,yes,1
2425,610,18,16,2,11,4,no,yes,1
2426,2201,17,20,14,21,16,no,no,1
2427,1509,17,16,14,19,10,no,no,2
2428,936,21,20,6,13,8,yes,no,2
2429,4170,32,3,44,17,16,no,no,2
2430,2760,16,8,14,23,14,yes,no,1
2431,2417,20,8,10,23,18,no,no,4
2432,2516,20,12,2,19,26,yes,no,5
2433,3041,33,3,60,21,20,no,no,4
2434,4117,37,7,56,23,22,no,no,4
2435,552,24,12,6,11,8,yes,no,2
2436,4185,37,1,16,15,30,no,no,5
2437,2937,22,28,2,15,16,no,no,1
2438,1697,17,8,2,17,10,no,no,1
2439,3055,39,3,32,19,20,no,no,5
2440,2731,24,20,2,17,20,no,no,5
2441,2931,20,24,10,21,30,no,no,4
2442,1403,17,16,10,19,10,no,no,2
2443,2181,21,24,10,21,12,no,no,2
2444,1903,20,28,10,15,10,no,no,1
2445,787,15,20,6,13,10,no,yes,2
2446,3688,32,3,56,19,16,yes,no,2
2447,4056,37,3,32,21,22,yes,no,5
2448,787,21,16,2,13,8,no,yes,1
2449,2647,18,16,2,15,24,no,no,5
2450,3040,32,7,28,23,30,yes,no,5
2451,1865,17,20,14,23,8,no,no,1
2452,3343,39,7,60,15,20,no,no,5
2453,2446,19,16,6,23,22,no,no,4
2454,563,17,20,2,13,8,no,yes,2
2455,2867,23,16,2,21,12,no,no,2
2456,2122,15,24,14,19,26,no,no,5
2457,1940,15,20,2,23,4,yes,no,1
2458,1009,21,24,2,13,4,no,yes,1
2459,3137,39,5,16,19,14,no,no,2
2460,3485,35,3,40,17,22,no,no,5
2461,3672,31,3,56,15,20,yes,no,4
2462,1399,15,24,10,15,8,no,no,2
2463,4071,35,1,40,17,24,no,no,4
2464,4303,36,1,44,21,14,no,no,2
2465,2109,18,24,10,21,22,no,no,5
2466,1466,24,20,2,15,10,no,no,2
2467,2251,19,16,14,19,26,no,no,4
2468,3070,38,1,44,23,20,no,no,4
2469,3079,32,5,60,21,12,no,no,1
2470,4268,37,7,24,19,16,yes,no,1
2471,3159,33,3,20,19,22,no,no,5
2472,3472,33,1,40,17,26,yes,no,4
2473,2572,16,28,10,23,20,yes,no,5
2474,1069,17,28,6,12,6,no,yes,1
2475,2584,18,28,2,21,30,yes,no,4
2476,2858,15,8,6,15,24,no,no,4
2477,4129,32,3,52,19,14,no,no,2
2478,2942,15,24,14,15,26,no,no,5
2479,1689,23,24,10,19,6,no,no,1
2480,1273,22,28,14,15,4,no,no,2
2481,4042,32,5,24,15,30,no,no,5
2482,3496,38,3,36,15,28,yes,no,5
2483,2789,15,16,2,19,14,no,no,2
2484,3483,36,1,36,21,26,no,no,5
2485,1771,19,24,6,23,6,no,no,2
2486,2676,15,12,10,23,22,yes,no,5
2487,2315,19,24,2,19,16,no,no,1
2488,4141,34,3,16,21,18,no,no,4
2489,2987,15,24,2,19,16,no,no,1
2490,1386,17,12,10,21,8,no,no,2
2491,2669,20,28,2,21,28,no,no,5
2492,4213,33,1,16,21,14,no,no,1
2493,3841,35,1,48,23,30,no,no,5
2494,1090,24,20,14,11,8,no,yes,1
2495,4310,37,7,60,21,16,no,no,1
2496,2387,23,8,14,19,24,no,no,4
2497,1669,20,8,6,21,10,no,no,1
2498,4042,35,3,28,19,26,no,no,4
2499,2783,18,24,6,21,26,no,no,5
2500,2667,17,28,10,17,24,no,no,4
2501,1886,21,28,2,15,6,no,no,1
2502,2167,19,8,2,19,30,no,no,4
2503,2388,20,12,10,19,14,yes,no,1
2504,2373,22,28,14,15,14,no,no,2
2505,3756,34,1,24,23,16,yes,no,2
2506,1715,23,8,14,17,6,no,no,2
2507,615,21,16,10,12,10,no,yes,2
2508,2730,21,16,6,23,20,no,no,4
2509,2324,24,20,2,23,24,yes,no,5
2510,3066,38,1,32,17,26,no,no,5
2511,4152,31,3,20,23,26,yes,no,4
2512,3224,34,1,48,23,28,yes,no,4
2513,3852,36,1,56,23,12,yes,no,2
2514,2035,22,20,14,21,18,no,no,4
2515,3839,30,7,60,17,12,no,no,1
2516,3425,38,1,60,19,20,no,no,4
2517,2668,18,12,6,19,18,yes,no,5
2518,1339,24,12,10,19,10,no,no,2
2519,3507,38,5,52,17,26,no,no,4
2520,4152,35,7,56,21,18,yes,no,4
2521,1737,24,24,2,21,10,no,no,2
2522,3651,32,7,28,17,16,no,no,1
2523,930,19,12,10,13,10,no,yes,2
2524,1125,22,16,2,12,8,no,yes,1
2525,3516,35,7,24,23,28,yes,no,4
2526,1895,22,12,2,21,6,no,no,2
2527,3128,37,3,52,15,30,yes,no,5
2528,2623,17,16,10,19,26,no,no,4
2529,581,17,16,14,13,8,no,yes,1
2530,1828,15,16,2,17,6,yes,no,2
2531,1559,16,20,2,17,4,no,no,1
2532,1695,19,8,6,19,4,no,no,2
2533,3825,34,1,20,15,22,no,no,5
2534,2229,20,16,10,23,30,no,no,5
2535,1266,20,12,2,23,4,no,no,2
2536,2509,17,28,6,15,16,no,no,2
2537,3875,36,7,52,15,28,no,no,4
2538,3551,35,5,40,17,16,no,no,2
2539,4325,34,1,20,15,24,no,no,5
2540,2564,24,28,6,21,16,yes,no,1
2541,638,18,16,14,12,6,no,yes,1
2542,3314,31,1,56,17,30,no,no,5
2543,3538,39,3,44,17,12,no,no,1
2544,3660,33,3,20,19,14,yes,no,1
2545,1638,17,8,2,17,8,no,no,2
2546,1452,21,20,6,19,6,yes,no,2
2547,2530,23,12,2,19,14,no,no,1
2548,3299,32,5,16,21,14,no,no,1
2549,3584,34,7,16,19,30,yes,no,5
2550,2822,20,28,6,21,22,no,no,5
2551,2945,18,8,14,17,22,no,no,5
2552,852,18,8,10,12,4,yes,no,2
2553,1195,16,20,6,13,10,no,yes,2
2554,944,24,12,14,11,4,yes,no,2
